Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;09/2022;761.696.346;436.446;4.446.211;10.696.723;25.596.690;21.787.234;31.072.188;8;94.035.499;230.125;2.266.515;5.265.639;5.547.101;1.092.504;22.208;0;14.424.092;5.171;11.324;25.892;38.019;8.969;55;0;89.429;1.132.654;16.282.044;44.400.250;103.937.712;85.836.747;246.755.584;100.833.447;599.178.437;1.613.982;7.719.831;2.482.609;178.938;30.709;30.089;0;12.056.157;119.869;1.574.353;9.996.597;6.810.458;5.786.083;4.320.980;0;28.608.340;1.403.133;5.735.199;2.222.707;1.652.106;990.871;1.285.408;14.967;13.304.392;0
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7.194.313;b3S;I;2;S5;9;ARAPONGAS;PR;09/2022;69.887;123;1.193;3.454;9.126;8.836;12.811;0;35.542;136;2.464;4.272;3.642;714;137;0;11.365;1;212;1.027;1.948;1.006;2;0;4.196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3.387;7.462;3.822;1.038;23;0;15.756;830;2.177;20;1;0;0;0;3.029;0
COOPERATIVA DE CRÉDITO GUARANICREDI LTDA. - SICOOB GUARANICREDI;26.014.175;b3S;I;2;S5;9;GUARANI;MG;09/2022;69.124;1;34;96;161;11;0;0;303;77;4.841;8.764;15.099;3.086;138;0;32.005;3;695;1.888;3.412;822;1;0;6.822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.871;8.455;12.049;3.139;579;0;26.092;115;3.499;288;0;0;0;0;3.901;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14.046.512;b3S;I;2;S5;9;CHAPADA GAUCHA;MG;09/2022;68.893;19;359;1.101;2.066;741;485;0;4.770;300;886;2.051;3.998;1.789;515;0;9.539;2;95;153;381;134;2;0;766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272;8.786;17.125;17.208;6.853;2.397;0;52.642;228;429;439;80;0;0;0;1.176;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;71.163.315;b3S;I;2;S5;9;SETE LAGOAS;MG;09/2022;68.611;0;0;0;0;0;0;0;0;118;3.670;9.050;14.418;6.079;6.044;0;39.378;20;900;2.290;3.423;529;1;0;7.163;0;165;439;968;749;1.282;1;3.604;93;5.326;1.756;4;0;0;0;7.178;0;0;0;0;0;0;0;0;16;1.404;1.529;2.186;1.783;4.368;3;11.289;0
COOPERATIVA DE CRÉDITO CREDIBAM LTDA. - SICOOB CREDIBAM;66.259.110;b3S;I;2;S5;9;BAMBUI;MG;09/2022;67.843;24;399;968;1.335;144;1;0;2.871;75;4.029;9.053;8.105;1.110;452;0;22.822;1;382;884;1.378;174;0;0;2.820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.921;16.587;10.008;4.038;1.492;0;35.047;265;3.230;788;0;0;0;0;4.283;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED CAMINHO NOVO;71.479.653;b3S;I;2;S5;9;JUIZ DE FORA;MG;09/2022;67.697;0;0;0;0;0;0;0;0;49;3.354;9.146;14.688;6.175;5.329;0;38.741;7;807;2.218;3.445;596;0;0;7.073;0;171;517;1.243;1.073;2.555;0;5.558;129;4.387;1.620;6;0;0;0;6.142;0;0;0;0;0;0;0;0;8;934;2.839;2.815;1.533;2.052;0;10.182;0
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO RJ;72.128.440;b3S;I;2;S4;9;RIO DE JANEIRO;RJ;09/2022;65.953;0;54;160;263;71;4;0;552;366;5.248;11.260;10.669;713;337;0;28.593;43;797;1.998;2.931;467;0;0;6.236;0;0;0;0;0;0;0;0;1.478;7.759;2.916;11;0;0;0;12.164;0;0;0;0;0;0;0;0;985;4.106;2.876;5.077;2.551;2.814;0;18.409;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DO GRUPO SÃO MARTINHO   USICRED;2.562.412;b3S;I;2;S5;9;PRADOPOLIS;SP;09/2022;65.833;28;3.517;14.134;25.642;13.707;6.582;0;63.610;0;41;0;0;0;0;0;42;0;130;551;993;418;90;0;2.181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80.959.638;b3S;I;2;S5;9;XANXERE;SC;09/2022;65.294;0;0;0;0;0;0;0;0;136;3.974;14.293;12.651;3.161;2.287;0;36.502;30;425;1.251;2.546;432;0;0;4.684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.680;9.503;4.896;2.672;2.485;0;21.236;254;940;578;758;341;0;0;2.873;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2.335.109;b3S;I;2;S5;9;CATAGUASES;MG;09/2022;65.053;0;0;0;0;0;0;0;0;195;2.665;6.021;10.547;4.512;5.977;0;29.917;145;1.069;3.104;6.545;1.426;0;0;12.288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1.098;4.998;9.420;2.028;2.246;0;19.818;524;2.025;481;0;0;0;0;3.030;0
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204.963;b3S;I;2;S5;9;SEARA;SC;09/2022;64.476;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;19;0;0;0;0;0;138;11;4.643;16.485;1.750;1.094;56;0;24.039;728;6.420;11.753;13.907;3.990;3.497;0;40.295;0
COOPERATIVA DE CRÉDITO COGEM;44.401.800;b3S;I;2;S5;9;SAO BERNARDO DO CAMPO;SP;09/2022;64.386;368;5.266;21.499;34.906;1.181;0;0;63.220;99;193;478;396;0;0;0;1.166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO PACCAR S.A.;28.517.628;b2;I;3;S4;8;PONTA GROSSA;PR;09/2022;64.264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;689;5.085;15.928;31.243;11.319;0;0;64.264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP;57.647.653;b3S;I;2;S4;9;JAGUARIUNA;SP;09/2022;64.223;60;948;2.873;4.144;563;282;0;8.870;209;2.470;5.007;4.133;438;343;0;12.600;3;518;1.470;2.421;455;2;0;4.868;0;0;0;0;0;0;0;0;484;7.275;2.419;9;0;0;0;10.187;0;1.075;7.355;1.645;407;207;0;10.690;241;3.625;3.409;4.966;1.792;2.974;0;17.008;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL VALE;7.320.890;b3S;I;2;S5;9;VITOR MEIRELES;SC;09/2022;63.894;0;2;7;17;16;22;0;63;251;1.144;5.723;7.728;6.263;3.941;0;25.050;20;196;1.032;2.323;1.346;341;0;5.259;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;27;62;1.582;11.081;5.797;4.659;3.321;0;26.500;255;722;1.888;2.018;1.095;1.003;15;6.995;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52.046.299;b3S;I;2;S5;9;SAO PAULO;SP;09/2022;63.745;2.073;12.187;29.341;12.942;182;0;0;56.725;156;230;198;66;0;0;0;651;53;432;1.539;3.450;872;0;0;6.346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13;6;0;0;0;0;23;0
PLANTAE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;35.551.187;n1;I;2;S4;14;PRESIDENTE PRUDENTE;SP;09/2022;63.662;0;0;0;0;0;0;0;0;125;17.032;37.352;6.563;0;0;0;61.072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.447;1.143;0;0;0;0;2.589;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED HORIZONTES LTDA - UNICRED HORIZONTES;1.526.924;b3S;I;2;S5;9;IJUI;RS;09/2022;63.618;0;0;0;0;0;0;0;0;107;3.614;9.185;14.506;6.737;4.958;0;39.107;18;623;1.612;2.436;670;33;0;5.392;6;287;807;1.624;1.153;1.572;0;5.449;68;3.898;1.261;3;0;0;0;5.230;0;0;0;0;0;0;0;0;37;1.710;1.426;1.959;1.516;1.791;0;8.439;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE;2.602.922;b3S;I;2;S5;9;FEIRA DE SANTANA;BA;09/2022;63.533;88;926;3.138;6.031;4.359;1.841;0;16.384;226;3.297;8.245;10.233;2.705;1.554;17;26.277;19;376;965;1.357;225;6;0;2.948;0;146;447;952;646;1.222;0;3.412;350;5.916;2.364;34;0;0;0;8.664;0;0;0;0;0;0;0;0;65;1.267;1.862;1.426;567;660;0;5.847;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;09/2022;62.896;0;0;0;0;0;0;0;0;1;2.590;2.541;6.775;84;0;0;11.991;0;0;0;0;0;0;0;0;3;43;110;333;395;1.416;0;2.299;2.279;10.012;5.875;35;0;0;0;18.202;0;0;0;0;0;0;0;0;257;2.797;3.533;4.531;7.068;11.744;475;30.404;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43.488.782;b3S;I;2;S5;9;SAO PAULO;SP;09/2022;62.867;336;4.731;18.722;32.639;5.107;0;0;61.536;66;155;368;574;153;0;0;1.316;0;2;8;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0
CREDISIS CAPITALCREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ACRE LTDA;5.439.425;b3S;I;2;S5;9;RIO BRANCO;AC;09/2022;62.769;0;0;0;0;0;0;0;0;6;23.074;13.909;1.476;0;0;0;38.465;73;1.337;3.470;3.165;0;0;0;8.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.549;0;0;0;0;6.549;65;4.626;4.822;198;0;0;0;9.711;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;09/2022;62.672;5;2;3;3;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.958;12.623;29.227;8.482;2.369;0;62.659;0
COOPERATIVA DE CRÉDITO SICOOB CREDSEGURO LTDA.;2.935.307;b3S;I;2;S5;9;GOIANIA;GO;09/2022;62.298;0;0;0;0;0;0;0;0;586;3.937;8.396;11.827;1.870;1.352;0;27.968;8;343;819;1.846;844;0;0;3.861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.374;4.330;7.352;785;0;0;13.842;1.593;6.541;1.388;4.281;1.960;865;0;16.628;0
BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;11.285.104;n1;I;2;S5;14;FLORIANOPOLIS;SC;09/2022;61.778;6.019;9.573;21.536;18.136;1.275;0;0;56.539;0;2;4;6;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242;2.492;1.642;756;93;0;0;5.226;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1.667.352;b3S;I;2;S5;9;PIRAPORA;MG;09/2022;61.031;131;1.499;3.965;7.213;3.005;4.901;0;20.714;326;1.415;3.227;4.849;1.822;399;0;12.037;13;416;1.210;2.447;703;0;0;4.789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291;377;5.072;11.090;2.251;1.994;0;21.077;580;1.485;223;39;26;62;0;2.414;0
COOPERATIVA DE CRÉDITO SICOOB CREDCOOP LTDA.;2.528.151;b3S;I;2;S5;9;VITORIA DA CONQUISTA;BA;09/2022;60.650;105;2.877;7.468;16.797;11.665;18.062;0;56.974;84;342;823;1.075;271;28;0;2.622;24;66;188;246;20;0;0;545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;321;1;0;0;0;0;509;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MILITARES ESTADUAIS DO RIO GRANDE DO SUL - SICREDI MIL RS;3.212.823;b3S;I;2;S4;9;PORTO ALEGRE;RS;09/2022;60.420;119;3.195;8.801;15.971;6.870;2.153;0;37.109;84;1.056;2.055;2.162;278;91;0;5.727;0;116;341;738;305;0;0;1.499;0;0;0;0;0;0;0;0;379;6.340;2.495;20;0;0;0;9.233;0;0;0;0;0;0;0;0;108;2.197;1.005;1.606;890;1.043;3;6.852;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE E DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA. - UNICRED PROGRESSO;71.432.926;b3S;I;2;S5;9;UBERABA;MG;09/2022;60.196;0;79;168;167;1;0;0;415;34;4.183;10.817;14.827;3.978;2.593;0;36.432;0;404;1.091;1.540;73;1;0;3.108;0;284;906;2.090;1.682;2.132;0;7.094;114;5.330;1.887;1;0;0;0;7.332;0;0;0;0;0;0;0;0;18;1.287;2.142;1.374;509;484;0;5.814;0
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4.445.917;b3S;I;2;S5;9;CAMPOS DOS GOYTACAZES;RJ;09/2022;60.191;0;0;0;0;0;0;0;0;241;5.218;12.767;17.322;3.953;1.015;0;40.516;3;835;2.263;3.652;961;2;0;7.716;0;9;14;39;37;138;0;237;122;3.021;1.148;14;0;0;0;4.305;0;0;0;0;0;0;0;0;46;1.164;1.495;1.609;1.161;1.940;0;7.416;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL XANXERÊ;7.509.426;b3S;I;2;S5;9;XANXERE;SC;09/2022;60.154;2;51;144;276;89;8;0;569;293;2.055;5.616;6.947;2.921;1.206;0;19.037;78;329;851;2.015;528;73;0;3.874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2.463;14.221;6.457;5.184;5.456;0;33.791;72;768;852;749;306;132;2;2.882;0
COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO;4.237.413;b3S;I;2;S5;9;PETROLINA;PE;09/2022;59.428;52;1.842;5.232;11.152;7.971;5.367;0;31.615;234;1.481;2.888;3.581;449;0;0;8.633;12;383;1.120;2.114;481;0;0;4.111;0;0;0;0;0;0;0;0;535;4.370;1.754;21;0;0;0;6.679;0;0;0;0;0;0;0;0;212;1.335;1.783;3.423;1.564;72;0;8.389;0
COOPERATIVA DE CRÉDITO COOPCRED;53.623.781;b3S;I;2;S5;9;VALPARAISO;SP;09/2022;58.495;0;73;274;620;193;2;0;1.162;273;3.867;5.033;7.194;1.336;3;0;17.707;26;417;1.219;2.356;463;0;0;4.480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4.906;15.954;4.939;445;13;0;26.281;919;4.467;3.385;93;0;0;0;8.865;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA;3.427.097;b3S;I;2;S5;9;CRICIUMA;SC;09/2022;58.396;12;166;432;658;164;59;0;1.491;500;5.112;11.842;13.844;2.080;767;0;34.144;59;585;1.476;1.784;251;0;0;4.155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809;2.383;5.564;5.917;2.262;1.670;0;18.606;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA CONEXÕES -CRESOL CONEXÕES;5.220.232;b3S;I;2;S5;9;SANTA MARIA;RS;09/2022;58.311;0;0;0;0;0;0;0;0;20;1.548;3.740;4.318;1.557;257;0;11.441;3;88;230;515;172;1;0;1.009;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;12;902;26.009;3.967;2.634;1.953;0;35.477;204;885;3.488;3.136;1.210;1.460;1;10.384;0
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.;9.552.111;b3S;I;2;S5;9;GOIANIA;GO;09/2022;57.749;123;2.344;6.569;11.950;7.540;9.199;0;37.725;94;1.318;3.209;4.980;2.451;1.000;0;13.052;6;387;938;1.668;916;8;0;3.922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406;2.260;158;226;0;0;0;3.049;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS POLICIAIS FEDERAIS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI POL RS/SC;3.000.142;b3S;I;2;S4;9;PORTO ALEGRE;RS;09/2022;57.414;3;2.057;5.864;13.211;9.437;6.258;0;36.829;12;782;402;373;89;50;0;1.709;1;49;127;218;67;0;0;462;0;41;72;192;185;982;1.070;2.541;97;6.857;1.985;11;0;0;0;8.950;0;0;0;0;0;0;0;0;66;720;765;1.267;1.056;3.048;0;6.922;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE;25.528.753;b3S;I;2;S5;9;DIVINOPOLIS;MG;09/2022;57.286;2;182;491;890;151;23;0;1.739;425;4.099;10.967;14.345;3.176;254;0;33.266;9;414;1.163;1.937;416;0;0;3.939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;821;4.685;5.900;1.045;236;0;12.687;496;4.522;570;58;9;0;0;5.655;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INOVAÇÃO;5.070.112;b3S;I;2;S5;9;CORONEL MARTINS;SC;09/2022;57.131;1;47;124;241;77;30;0;521;153;1.719;5.154;7.409;2.010;1.105;0;17.550;20;277;748;1.421;494;49;0;3.010;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3;120;2.504;14.930;6.798;5.021;4.606;0;33.978;182;527;830;421;96;9;4;2.070;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DFMIL LTDA. - SICOOB DFMIL;4.649.337;b3S;I;2;S5;9;BRASILIA;DF;09/2022;55.872;50;2.147;5.275;14.314;13.199;15.994;281;51.262;44;362;589;1.292;627;271;30;3.215;13;50;137;438;205;3;0;845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;307;75;0;0;0;0;550;0
LAR COOPERATIVA DE CRÉDITO - LAR CREDI;39.343.350;b3S;I;2;S5;9;MEDIANEIRA;PR;09/2022;55.678;0;0;0;0;0;0;0;0;170;5.401;30.493;16.708;740;0;0;53.512;0;45;388;448;37;0;0;917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;141;1.105;2;0;0;0;1.249;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM;4.572.960;b3S;I;2;S5;9;FLORIANOPOLIS;SC;09/2022;55.304;106;3.378;8.189;18.637;11.847;11.394;0;53.550;33;147;715;458;55;39;0;1.446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;166;5;0;0;0;0;307;0
COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO;65.239.402;b3S;I;2;S5;9;CARMO DO CAJURU;MG;09/2022;55.286;0;0;0;0;0;0;0;0;249;3.229;7.793;11.682;3.327;65;0;26.345;1;318;883;1.231;220;0;0;2.653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.433;5.982;7.396;2.658;1.776;0;19.245;384;4.639;1.436;475;110;0;0;7.043;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7.714.057;b3S;I;2;S5;9;PORTO ALEGRE;RS;09/2022;55.224;0;0;0;0;0;0;0;0;178;5.943;13.746;16.355;1.271;171;0;37.665;0;238;748;993;65;0;0;2.045;0;0;0;0;0;0;0;0;437;2.362;876;3;0;0;0;3.677;0;0;0;0;0;0;0;0;240;1.750;3.593;4.055;1.381;818;0;11.837;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE FORMOSA DO SUL - CRESOL FORMOSA;5.269.976;b3S;I;2;S5;9;FORMOSA DO SUL;SC;09/2022;55.209;0;17;42;124;55;27;0;265;114;1.017;2.519;5.169;2.878;2.574;0;14.272;54;190;519;1.040;380;156;0;2.339;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;12;16;3.267;19.631;4.996;3.802;3.989;0;35.700;144;437;670;1.092;226;45;7;2.621;0
SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI;86.913.993;b3S;I;2;S5;9;JUAZEIRO DO NORTE;CE;09/2022;55.033;0;39;122;176;1;0;0;338;177;2.310;5.202;4.916;317;36;0;12.958;100;1.593;4.229;6.356;766;0;0;13.044;0;0;0;0;0;0;0;0;681;6.726;2.832;13;0;0;0;10.251;0;0;0;0;0;0;0;0;611;2.814;2.656;5.753;3.561;3.046;0;18.441;0
COOPERATIVA DE CRÉDITO MÚTUO DO CEARÁ - SICOOB CEARÁ;3.620.772;b3S;I;2;S5;9;FORTALEZA;CE;09/2022;54.719;26;1.882;4.682;12.777;14.343;17.494;0;51.205;22;759;890;727;70;5;0;2.472;0;10;25;85;22;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;651;29;0;0;0;0;900;0
COOPERATIVA DE CRÉDITO DO VALE DOS PINHAIS - SICOOB VALE DOS PINHAIS;86.791.837;b3S;I;2;S5;9;CACADOR;SC;09/2022;53.338;0;0;0;0;0;0;0;0;687;2.123;6.148;7.915;2.591;155;0;19.619;200;1.045;2.958;6.429;1.838;7;0;12.477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;945;16.814;1.156;835;456;0;20.205;206;634;197;0;0;0;0;1.036;0
COOPERATIVA DE CRÉDITO SICOOB ITAPAGIPE LTDA - SICOOB ITAPAGIPE;71.506.513;b3S;I;2;S5;9;ITAPAGIPE;MG;09/2022;52.789;0;10;24;41;0;0;0;75;68;2.087;6.866;6.605;3.084;63;0;18.773;0;227;649;1.141;81;0;0;2.099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3.055;9.651;12.432;3.256;2.473;0;30.891;66;756;129;0;0;0;0;951;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS;8.041.950;b3S;I;2;S5;9;FORTALEZA;CE;09/2022;52.624;4;2.134;6.043;13.787;10.936;15.701;0;48.605;23;296;226;182;0;0;0;726;4;66;156;312;50;0;0;588;0;0;0;0;0;0;0;0;60;1.496;480;4;0;0;0;2.040;0;0;0;0;0;0;0;0;41;154;131;261;79;0;0;665;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1.090.027;b3S;I;2;S5;9;NITEROI;RJ;09/2022;51.729;0;0;0;0;0;0;0;0;451;4.318;10.814;11.650;2.943;1.028;0;31.204;1;590;1.615;2.746;481;0;0;5.432;0;85;270;726;738;1.513;0;3.331;176;4.776;1.583;9;0;0;0;6.544;0;0;0;0;0;0;0;0;64;1.260;1.159;976;721;1.038;0;5.218;0
