Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2020;602.887.837;2.209.872;5.093.407;13.548.952;24.850.900;13.601.002;10.860.945;56;70.165.134;679.812;1.266.876;2.895.013;3.653.289;214.081;18.948;10.788;8.738.806;17.132;45.902;85.274;79.820;11.918;40;14;240.100;752.495;13.711.903;38.168.748;88.622.890;72.515.928;204.556.093;82.292.600;500.620.657;981.626;6.474.801;2.213.973;188.379;26.582;25.329;0;9.910.691;109.388;358.035;2.416.731;781.314;301.263;225.478;0;4.192.209;1.266.778;2.615.589;2.006.093;1.642.521;761.765;700.852;26.643;9.020.240;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1.090.027;b3S;I;2;S5;9;NITEROI;RJ;12/2020;30.965;0;0;0;0;0;0;0;0;70;3.171;6.803;6.390;1.415;873;0;18.722;1;399;927;1.296;183;0;0;2.806;0;99;241;686;690;1.432;0;3.148;0;37;9;0;0;0;0;46;0;0;0;0;0;0;0;0;89;1.392;1.508;2.194;679;380;0;6.242;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE DE RONDÔNIA LTDA. - CREDISIS SUDOESTE/RO;3.985.375;b3S;I;2;S5;9;ROLIM DE MOURA;RO;12/2020;30.747;0;0;0;0;0;0;0;0;176;1.482;5.090;3.943;459;300;0;11.451;11;137;380;474;90;0;0;1.092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;996;8.339;1.292;0;0;0;10.682;91;3.144;3.144;981;129;33;0;7.522;0
COOPERATIVA DE CRÉDITO DE RIO RUFINO - SICOOB CREDIUNIÃO;2.448.839;b3S;I;2;S5;9;RIO RUFINO;SC;12/2020;30.548;1;33;122;260;146;16;0;578;53;1.541;3.654;3.620;879;213;0;9.960;3;252;584;990;160;0;0;1.989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2.034;8.269;2.059;802;732;0;13.907;36;3.226;809;42;0;0;0;4.114;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE CRUZ ALTA LTDA - SICOOB CRUZ ALTA;73.326.449;b3S;I;2;S5;9;CRUZ ALTA;RS;12/2020;30.462;0;949;1.956;1.733;35;0;0;4.673;129;1.579;5.880;8.748;2.645;1.611;0;20.592;5;98;306;579;203;1;0;1.193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;1.437;601;0;0;0;2.171;58;681;296;336;238;224;0;1.832;0
BANCO TRICURY S.A.;57.839.805;b2;I;2;S4;8;SAO PAULO;SP;12/2020;29.439;0;0;0;0;0;0;0;0;276;3.801;12.532;12.663;168;0;0;29.439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER;62.284.385;b3S;I;2;S5;9;SOROCABA;SP;12/2020;29.308;5;2.267;5.824;13.769;7.419;5;0;29.289;0;10;10;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11.907.520;b3S;I;2;S5;9;CAMPINA GRANDE;PB;12/2020;29.037;20;294;738;1.673;893;576;0;4.195;160;2.120;5.154;6.210;1.776;15;0;15.435;75;692;1.841;3.766;998;6;0;7.378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;547;1.238;245;0;0;0;0;2.030;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COOP - COOPERATIVA DE CONSUMO E DOS EMPREGADOS DO SUPER MERCADO ZONA SUL S/A;47.074.323;b3S;I;2;S5;9;SANTO ANDRE;SP;12/2020;27.572;348;3.324;7.037;8.463;1.406;32;0;20.610;99;785;1.672;2.058;498;53;0;5.165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;1.572;28;5;0;0;0;1.796;0
SICREDI COOMAMP - COOPERATIVA DE CRÉDITO DOS MEMBROS DE INSTITUIÇÕES PÚBLICAS DAS CARREIRAS JURÍDICAS E DOS SERVIDORES PÚBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS EM SÃO LUÍS/MA E MUNICÍPIOS CIRCUNVIZIN;5.545.390;b3S;I;2;S5;9;SAO LUIS;MA;12/2020;27.441;23;1.588;4.306;8.564;5.378;4.462;0;24.321;4;68;131;156;1;0;0;360;0;15;44;101;22;0;0;182;0;0;0;0;0;0;0;0;43;1.525;486;1;0;0;0;2.054;0;0;0;0;0;0;0;0;32;147;101;173;63;7;0;523;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB SANTA;65.560.658;b3S;I;2;S5;9;SAO PAULO;SP;12/2020;27.223;838;3.561;8.346;12.034;1.497;2;0;26.278;42;104;236;232;23;0;0;637;0;1;5;8;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;48;79;0;0;0;0;293;0
CHB - COMPANHIA HIPOTECARIA BRASILEIRA;10.694.628;n1;I;2;S4;29;NATAL;RN;12/2020;26.756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;375;734;1.113;2.876;2.633;11.544;1.132;20.406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;298;502;1.035;758;3.627;0;6.350;0
UNICRED COSTA DO SOL RJ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO LTDA.;39.231.527;b3S;I;2;S5;9;MACAE;RJ;12/2020;26.719;0;0;0;0;0;0;0;0;44;2.142;4.607;5.379;676;17;0;12.864;2;467;1.203;1.814;260;0;0;3.746;0;50;135;372;338;1.318;0;2.213;0;22;17;0;0;0;0;39;0;0;0;0;0;0;0;0;38;1.210;2.256;2.789;671;887;5;7.857;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO - COOPERSERV;5.667.301;b3S;I;2;S5;9;LENCOIS PAULISTA;SP;12/2020;26.602;64;1.288;3.299;9.405;7.938;2.811;0;24.804;3;189;410;634;129;0;0;1.364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;282;14;2;0;0;0;434;0
SICOOB CREDINOVA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE NOVA SERRANA E REGIÃO CENTRO-OESTE LTDA.;1.667.766;b3S;I;2;S5;9;NOVA SERRANA;MG;12/2020;26.380;0;4;3;5;0;0;0;12;225;3.403;5.258;10.553;4.645;368;0;24.451;0;39;106;47;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;0;0;101;143;1.436;38;8;0;0;0;1.624;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SANTA MARIA-CRESOL SANTA MARIA;5.220.232;b3S;I;2;S5;9;SANTA MARIA;RS;12/2020;26.331;0;0;0;0;0;0;0;0;27;286;1.688;2.599;1.814;477;0;6.890;5;101;239;612;318;2;0;1.277;0;0;0;0;0;0;0;0;0;36;10;0;0;0;0;47;12;261;5.983;2.114;1.210;1.340;0;10.920;209;723;2.430;2.641;659;531;4;7.196;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DO SUL - CRESOL SÃO JOÃO DO SUL;9.488.496;b3S;I;2;S5;9;SAO JOAO DO SUL;SC;12/2020;25.886;0;0;0;0;0;0;0;0;10;712;1.506;2.173;817;327;0;5.545;7;373;981;1.894;276;0;0;3.531;0;0;0;0;0;0;0;0;0;32;6;0;0;0;0;38;41;449;4.943;3.430;2.802;2.921;0;14.587;24;650;719;669;115;8;1;2.186;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CARGILL;68.228.006;b3S;I;2;S5;9;SAO PAULO;SP;12/2020;25.739;184;3.828;9.516;11.373;20;0;0;24.921;92;144;292;284;6;0;0;818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7.194.313;b3S;I;2;S5;9;ARAPONGAS;PR;12/2020;25.422;38;159;504;984;576;771;0;3.032;289;1.513;1.940;2.419;524;0;0;6.686;0;64;181;354;154;0;0;752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;6.810;3.512;2.406;191;0;13.196;693;981;78;3;1;0;0;1.756;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO D'OESTE DE RONDÔNIA;5.597.773;b3S;I;2;S5;9;NOVA BRASILANDIA;RO;12/2020;25.325;2;5;7;12;2;0;0;26;29;2.339;7.074;1.227;0;0;0;10.668;3;111;433;314;10;0;0;871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;1.457;7.785;0;0;0;0;9.325;63;3.167;1.119;86;0;0;0;4.434;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94.243.839;b3S;I;2;S5;9;CASCA;RS;12/2020;24.949;0;0;0;0;0;0;0;0;68;1.375;3.391;5.675;2.936;2.803;0;16.249;0;205;549;924;361;27;0;2.066;0;49;139;310;264;411;0;1.174;0;40;10;0;0;0;0;50;0;0;0;0;0;0;0;0;17;479;535;2.632;749;997;0;5.410;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64.480.833;b3S;I;2;S5;9;MARTINHO CAMPOS;MG;12/2020;24.716;0;28;67;125;50;0;0;270;18;1.206;3.163;5.202;665;0;0;10.254;0;339;973;2.170;348;0;0;3.830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;3.978;2.401;1.673;597;0;9.065;53;1.083;68;92;0;0;0;1.297;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB ITAPICURU - ASCOOB ITAPICURU.;3.921.543;b3S;I;2;S5;9;SANTALUZ;BA;12/2020;24.511;32;12;5;2;0;0;0;52;270;1.412;3.073;2.551;464;75;0;7.845;69;305;790;1.621;481;1;0;3.266;0;0;0;0;0;0;0;0;5;318;72;0;0;0;0;395;0;0;0;0;0;0;0;0;1.172;3.616;5.710;2.336;97;4;18;12.953;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;71.441.406;b3S;I;2;S5;9;PEDRO LEOPOLDO;MG;12/2020;24.288;49;217;516;1.079;303;25;0;2.188;107;1.547;3.990;5.401;489;1;0;11.534;17;564;1.479;2.277;351;0;0;4.687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486;1.192;2.377;0;0;0;4.056;100;1.387;337;0;0;0;0;1.823;0
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DOS CORREIOS LTDA. - SICOOB COOPERCORREIOS;3.862.898;b3S;I;2;S5;9;BELO HORIZONTE;MG;12/2020;24.235;417;1.726;4.376;7.951;2.850;351;0;17.670;90;708;1.740;2.736;626;329;0;6.230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;211;52;1;0;0;0;335;0
VALOR SOCIEDADE DE CRÉDITO DIRETO S.A.;7.799.277;n1;I;2;S5;43;SAO PAULO;SP;12/2020;24.164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.403;4.513;6.322;4.487;582;858;0;24.164;0
PLURAL;51.839;b1;C;2;S4;199;RIO DE JANEIRO;RJ;12/2020;24.139;0;0;0;0;0;0;0;0;7.535;2.499;3.454;3.950;68;0;0;17.505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.633;6.633;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA;2.904.138;b3S;I;2;S5;9;AUREA;RS;12/2020;24.115;0;0;0;0;0;0;0;0;9;311;1.003;1.828;610;633;0;4.395;1;59;158;373;159;50;0;800;0;0;0;0;0;0;0;0;0;14;5;0;0;0;0;19;7;1.088;5.993;3.138;2.353;2.670;0;15.248;59;563;1.163;1.575;208;79;7;3.654;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10.143.743;b3S;I;2;S5;9;GUARAMIRIM;SC;12/2020;24.083;0;1;1;0;0;0;0;2;392;2.804;6.207;6.262;1.249;979;0;17.893;14;320;850;1.161;164;32;0;2.542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343;902;1.095;1.095;206;5;0;3.646;0
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63.229.629;b3S;I;2;S5;9;SERRINHA;BA;12/2020;24.080;34;162;437;832;246;0;0;1.711;408;1.613;3.681;4.051;603;80;0;10.436;69;470;1.142;2.201;673;2;0;4.556;0;0;0;0;0;0;0;0;10;573;119;0;0;0;0;702;0;0;0;0;0;0;0;0;225;1.614;2.905;1.712;177;37;5;6.675;0
COOPERÁGUIA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ÁGUIA BRANCA;27.171.974;b3S;I;2;S5;9;CARIACICA;ES;12/2020;24.028;68;4.545;9.103;9.359;953;0;0;24.028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SIMPALA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;34.991.938;n1;I;2;S4;14;PORTO ALEGRE;RS;12/2020;24.024;8;289;899;1.586;800;461;0;4.044;565;2.593;5.630;5.545;495;0;0;14.828;37;370;921;1.718;456;0;0;3.502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;93;394;824;337;0;0;1.650;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE SÃO BERNARDO DO CAMPO - CREDIABC;3.612.679;b3S;I;2;S5;9;SAO BERNARDO DO CAMPO;SP;12/2020;23.959;58;2.118;5.131;11.467;4.855;259;0;23.888;32;19;16;4;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE JACINTO MACHADO - CRESOL JACINTO MACHADO;9.463.721;b3S;I;2;S5;9;JACINTO MACHADO;SC;12/2020;23.924;0;0;0;0;0;0;0;0;23;736;1.667;2.400;788;121;0;5.737;18;240;611;1.092;218;1;0;2.181;0;0;0;0;0;0;0;0;1;40;5;0;0;0;0;46;0;362;5.290;3.219;2.734;2.820;0;14.425;22;373;512;516;79;27;5;1.535;0
BANCOSEGURO S.A.;10.264.663;b1;I;2;S4;8;SAO PAULO;SP;12/2020;23.470;76;1.803;4.490;5.113;977;97;0;12.555;4.609;3.721;2.553;3;0;0;0;10.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;20;0;0;0;0;29;0
BANCO KOMATSU DO BRASIL S.A.;23.903.068;b2;I;3;S4;8;SAO PAULO;SP;12/2020;23.469;0;0;0;0;0;0;0;0;0;2.929;8.019;10.677;1.841;3;0;23.469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;4.230.630;n1;I;2;S5;14;SAO PAULO;SP;12/2020;23.329;0;0;0;0;0;0;0;0;11.719;8.714;2.896;0;0;0;0;23.329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO COLORADO;2.024.442;b3S;I;2;S5;9;GUAIRA;SP;12/2020;23.217;78;2.860;5.596;9.000;2.168;0;0;19.701;37;141;816;205;54;0;0;1.253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;177;446;1.139;495;0;0;2.263;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB METALCRED;4.833.655;b3S;I;2;S5;9;SAO PAULO;SP;12/2020;23.116;461;3.695;9.229;7.976;278;21;0;21.660;82;234;425;430;70;6;0;1.248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;80;8;0;6;0;4;207;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG;25.626.490;b3S;I;2;S4;9;LAVRAS;MG;12/2020;23.017;0;2;6;14;12;1;0;35;12;928;2.771;4.070;1.216;1;0;8.999;1;118;290;448;68;0;0;926;0;0;0;0;0;0;0;0;34;1.219;346;0;0;0;0;1.599;0;952;4.620;918;23;23;0;6.536;91;1.329;2.052;1.135;316;0;0;4.923;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CBMM LTDA.;18.140.913;b3S;I;2;S5;9;ARAXA;MG;12/2020;22.202;27;2.380;4.470;8.711;2.801;0;0;18.389;29;311;164;340;87;4;0;935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;292;847;1.437;278;2;0;2.878;0
BANCO PAULISTA S.A.;61.820.817;b1;I;2;S4;8;SAO PAULO;SP;12/2020;22.115;0;0;0;0;0;0;0;0;0;1.428;3.250;3.250;0;0;0;7.928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;854;1.155;2.897;2.671;6.536;46;14.187;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ECONÔMICO RHODIA - CREDIRHODIA;57.563.728;b3S;I;2;S5;9;PAULINIA;SP;12/2020;21.791;50;2.073;5.289;11.626;2.267;2;0;21.307;9;55;110;186;88;0;0;448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;34;0;0;0;0;0;35;0
COOPERATIVA DE CRÉDITO DE SÃO FRANCISCO DE SALES LTDA. - SICOOB CREDISALES;1.374.196;b3S;I;2;S5;9;SAO FRANCISCO DE SALES;MG;12/2020;21.744;0;0;0;0;0;0;0;0;156;1.227;1.661;1.556;107;55;0;4.762;0;13;31;56;37;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;2.306;5.601;7.417;380;205;0;15.992;48;612;78;21;4;29;60;851;0
BANCO TOPÁZIO S.A.;7.679.404;b1;I;3;S4;8;PORTO ALEGRE;RS;12/2020;21.626;0;0;0;0;0;0;0;0;0;18.532;2.957;81;0;0;0;21.570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;32;0;0;0;0;56;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE CORONEL FREITAS - CRESOL CORONEL FREITAS;8.647.473;b3S;I;2;S5;9;CORONEL FREITAS;SC;12/2020;21.533;0;0;0;0;0;0;0;0;28;230;751;1.046;396;293;0;2.743;11;138;398;845;218;0;0;1.610;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;5;10;1.710;5.072;3.260;2.292;3.081;0;15.425;42;350;568;638;150;0;2;1.750;0
COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN;9.590.601;b3S;I;2;S5;9;LAGES;SC;12/2020;21.443;0;143;366;512;96;0;0;1.117;109;1.865;4.413;4.702;806;198;0;12.093;1;203;562;986;244;0;0;1.995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;1.031;1.803;2.262;702;256;0;6.237;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1.009.908;b3S;I;2;S5;9;PARA DE MINAS;MG;12/2020;21.421;0;0;0;0;0;0;0;0;32;1.986;5.300;4.969;754;11;0;13.051;0;756;2.097;3.355;133;0;0;6.342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;1.392;553;1;0;0;0;2.029;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1.667.352;b3S;I;2;S5;9;PIRAPORA;MG;12/2020;21.265;167;747;1.966;3.138;1.054;1.281;0;8.353;35;419;1.621;1.814;567;19;0;4.476;11;168;443;899;232;0;0;1.753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;2.825;2.236;711;0;0;6.058;89;332;190;12;0;0;0;624;0
COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS COOPERPLAN LTDA. - SICOOB COOPERPLAN;2.674.113;b3S;I;2;S5;9;BRASILIA;DF;12/2020;21.221;17;774;1.779;5.240;5.730;6.605;66;20.210;15;160;203;138;67;56;0;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;342;2;0;0;0;0;370;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GUARACIABA - CRESOL GUARACIABA;5.400.634;b3S;I;2;S5;9;GUARACIABA;SC;12/2020;21.184;0;0;0;0;0;0;0;0;7;301;914;1.024;616;332;0;3.194;9;103;272;521;154;1;0;1.060;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;11;17;1.724;5.302;2.462;1.838;2.043;0;13.385;272;396;997;1.239;415;213;2;3.534;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1.736.516;b3S;I;2;S5;9;DIVINOPOLIS;MG;12/2020;20.966;0;69;201;443;156;0;0;868;88;1.760;5.008;7.180;1.629;1;0;15.667;1;277;715;1.092;31;0;0;2.115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;732;646;446;195;0;0;2.316;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERV DA SEC  DE E  DA SEG  PUB  E DA DEFESA SOCIAL DO E DO RN E DOS TRAB  SINDICALIZADOS DA AREA DE SAUDE E AFINS NA REG  MET  DE NATAL - SICOOB POTIGUAR;2.382.755;b3S;I;2;S5;9;NATAL;RN;12/2020;20.877;104;647;2.029;5.285;4.085;2.820;0;14.970;35;544;1.258;1.895;998;2;0;4.732;0;57;145;413;261;0;0;875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;155;70;0;0;0;0;300;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TREZE DE MAIO - CRESOL TREZE DE MAIO;9.330.158;b3S;I;2;S5;9;TREZE DE MAIO;SC;12/2020;20.708;0;0;0;0;0;0;0;0;33;409;1.168;2.180;1.015;148;0;4.953;55;464;1.196;2.260;302;0;0;4.276;0;0;0;0;0;0;0;0;0;28;7;0;0;0;0;36;62;509;2.262;1.961;1.633;1.597;0;8.023;80;651;939;1.410;250;74;16;3.420;0
LECCA;51.523;n1;C;2;S4;197;RIO DE JANEIRO;RJ;12/2020;20.555;1.484;2.628;5.304;3.020;5;0;0;12.441;6;1.451;6.357;209;0;0;0;8.023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;92;0
